Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
1,Max Aarons,ENG,DF,Norwich City,21,2000,34,32,2881,32.0,0,2,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,1.4,2.1,0.02,0.04,0.07,0.02,0.07
2,Che Adams,Scotland,FW,Southampton,25,1996,30,23,2039,22.7,7,3,7,0,0,0,0,0.31,0.13,0.44,0.31,0.44,7.1,7.1,2.6,9.7,0.31,0.12,0.43,0.31,0.43
3,Rayan Aït Nouri,France,DF,Wolves,20,2001,23,20,1828,20.3,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.7,0.7,1.3,2.1,0.04,0.07,0.10,0.04,0.10
4,Kristoffer Ajer,Norway,DF,Brentford,23,1998,24,23,1995,22.2,1,3,1,0,0,5,0,0.05,0.14,0.18,0.05,0.18,0.8,0.8,1.4,2.2,0.04,0.06,0.10,0.04,0.10
5,Nathan Aké,Netherlands,DF,Manchester City,26,1995,14,10,923,10.3,2,0,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,0.5,1.6,0.11,0.05,0.16,0.11,0.16
6,Marc Albrighton,ENG,FW/DF,Leicester City,31,1989,17,11,1132,12.6,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,0.5,0.5,1.7,2.2,0.04,0.13,0.18,0.04,0.18
7,Thiago Alcántara,Spain,MF,Liverpool,30,1991,25,17,1534,17.0,1,4,1,0,0,2,0,0.06,0.23,0.29,0.06,0.29,1.8,1.8,2.3,4.2,0.11,0.14,0.25,0.11,0.25
8,Trent Alexander-Arnold,ENG,DF,Liverpool,22,1998,32,32,2853,31.7,2,12,2,0,0,2,0,0.06,0.38,0.44,0.06,0.44,2.7,2.7,11.2,13.9,0.08,0.35,0.44,0.08,0.44
9,Alisson,Brazil,GK,Liverpool,28,1992,36,36,3240,36.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01
10,Allan,Brazil,MF,Everton,30,1991,28,25,2183,24.3,0,2,0,0,0,7,1,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04
11,Dele Alli,ENG,MF/FW,Tottenham,25,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.00,0.14,0.00,0.00,1.5,0.7,0.8,1.5,0.20,0.11,0.31,0.10,0.21
12,Dele Alli,ENG,MF,Everton,25,1996,11,1,338,3.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.09,0.11,0.02,0.11
13,Miguel Almirón,PAR,MF/FW,Newcastle Utd,27,1994,30,19,1716,19.1,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,2.1,2.1,0.7,2.7,0.11,0.03,0.14,0.11,0.14
14,Marcos Alonso,Spain,DF,Chelsea,30,1990,28,25,2167,24.1,4,4,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,3.3,3.3,4.6,7.9,0.14,0.19,0.33,0.14,0.33
15,Steven Alzate,Colombia,MF,Brighton,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06
16,Daniel Amartey,Ghana,DF,Leicester City,26,1994,28,23,2123,23.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
17,Joachim Andersen,Denmark,DF,Crystal Palace,25,1996,34,32,2916,32.4,0,3,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,1.8,2.3,0.02,0.05,0.07,0.02,0.07
18,Michail Antonio,JAM,FW,West Ham,31,1990,36,34,2971,33.0,10,8,10,0,1,8,1,0.30,0.24,0.55,0.30,0.55,11.1,10.8,6.6,17.5,0.34,0.20,0.54,0.33,0.53
19,Cameron Archer,ENG,MF/FW,Aston Villa,19,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07
20,Alphonse Areola,France,GK,West Ham,28,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
21,Adam Armstrong,ENG,FW,Southampton,24,1997,23,17,1413,15.7,2,2,2,0,0,1,0,0.13,0.13,0.25,0.13,0.25,4.3,4.3,1.7,6.0,0.27,0.11,0.38,0.27,0.38
22,Stuart Armstrong,Scotland,MF,Southampton,29,1992,25,15,1473,16.4,2,0,2,0,0,1,0,0.12,0.00,0.12,0.12,0.12,2.8,2.8,1.4,4.1,0.17,0.08,0.25,0.17,0.25
23,Kepa Arrizabalaga,Spain,GK,Chelsea,26,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
24,Harrison Ashby,Scotland,DF,West Ham,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
25,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,32,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.50,0.07,0.57,0.36,0.43
26,Jordan Ayew,Ghana,FW,Crystal Palace,29,1991,31,23,2019,22.4,3,3,3,0,0,2,0,0.13,0.13,0.27,0.13,0.27,3.7,3.7,2.3,6.1,0.17,0.10,0.27,0.17,0.27
27,Luke Ayling,ENG,DF,Leeds United,29,1991,26,26,2272,25.2,2,2,2,0,0,4,1,0.08,0.08,0.16,0.08,0.16,1.6,1.6,0.8,2.4,0.06,0.03,0.10,0.06,0.10
28,César Azpilicueta,Spain,DF,Chelsea,31,1989,27,24,2070,23.0,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.2,1.2,2.1,3.3,0.05,0.09,0.14,0.05,0.14
29,Daniel Bachmann,AUT,GK,Watford,27,1994,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
30,Leon Bailey,JAM,FW/MF,Aston Villa,23,1997,18,7,761,8.5,1,2,1,0,0,3,0,0.12,0.24,0.35,0.12,0.35,1.6,1.6,0.6,2.2,0.19,0.07,0.26,0.19,0.26
31,Eric Bailly,Ivory Coast,DF,Manchester Utd,27,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
32,Folarin Balogun,ENG,FW,Arsenal,20,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35
33,Patrick Bamford,ENG,FW,Leeds United,27,1993,9,7,559,6.2,2,2,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,3.9,3.9,1.0,4.9,0.63,0.15,0.78,0.63,0.78
34,Shandon Baptiste,GRN,MF,Brentford,23,1998,22,9,910,10.1,1,1,1,0,0,2,1,0.10,0.10,0.20,0.10,0.20,0.7,0.7,0.5,1.2,0.07,0.05,0.12,0.07,0.12
35,Ross Barkley,ENG,MF,Chelsea,27,1993,6,1,179,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,1.2,1.2,0.7,1.9,0.60,0.33,0.94,0.60,0.94
36,Ashley Barnes,ENG,FW,Burnley,31,1989,23,8,808,9.0,1,0,0,1,1,4,0,0.11,0.00,0.11,0.00,0.00,1.8,1.0,1.6,2.6,0.20,0.18,0.38,0.11,0.29
37,Harvey Barnes,ENG,FW/MF,Leicester City,23,1997,32,24,2101,23.3,6,10,6,0,0,2,0,0.26,0.43,0.69,0.26,0.69,6.8,6.8,4.0,10.8,0.29,0.17,0.46,0.29,0.46
38,Lewis Bate,ENG,MF,Leeds United,18,2002,3,1,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
39,Mads Bech Sørensen,Denmark,DF,Brentford,22,1999,11,9,835,9.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.04,0.05,0.01,0.05
40,Jan Bednarek,Poland,DF,Southampton,25,1996,31,30,2629,29.2,4,0,4,0,0,10,0,0.14,0.00,0.14,0.14,0.14,2.4,2.4,0.6,3.0,0.08,0.02,0.10,0.08,0.10
41,Donny van de Beek,Netherlands,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.20,0.00,1.20,1.20,1.20,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46
42,Donny van de Beek,Netherlands,MF,Everton,24,1997,7,5,483,5.4,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.9,0.9,0.1,1.0,0.17,0.01,0.18,0.17,0.18
43,Asmir Begović,BIH,GK,Everton,34,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
44,Saïd Benrahma,Algeria,FW/MF,West Ham,25,1995,32,26,2168,24.1,8,6,8,0,0,0,0,0.33,0.25,0.58,0.33,0.58,5.1,5.1,3.2,8.3,0.21,0.13,0.35,0.21,0.35
45,Rodrigo Bentancur,Uruguay,MF,Tottenham,24,1997,17,16,1361,15.1,0,4,0,0,0,5,0,0.00,0.26,0.26,0.00,0.26,0.9,0.9,2.3,3.2,0.06,0.15,0.21,0.06,0.21
46,Christian Benteke,Belgium,FW,Crystal Palace,30,1990,25,11,1145,12.7,4,1,4,0,0,3,0,0.31,0.08,0.39,0.31,0.39,5.4,5.4,1.1,6.5,0.42,0.09,0.51,0.42,0.51
47,Jóhann Berg Guðmundsson,ISL,MF,Burnley,30,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16
48,Steven Bergwijn,Netherlands,FW/MF,Tottenham,23,1997,25,4,565,6.3,3,1,3,0,0,1,0,0.48,0.16,0.64,0.48,0.64,3.1,3.1,0.7,3.7,0.49,0.11,0.59,0.49,0.59
49,Ryan Bertrand,ENG,DF,Leicester City,31,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.08,0.08,0.00,0.08
50,Mads Bidstrup,Denmark,MF,Brentford,20,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
51,Yves Bissouma,MLI,MF,Brighton,24,1996,26,25,2111,23.5,1,2,1,0,0,10,0,0.04,0.09,0.13,0.04,0.13,0.9,0.9,0.8,1.7,0.04,0.03,0.07,0.04,0.07
52,Willy Boly,Ivory Coast,DF,Wolves,30,1991,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03
53,Jarrod Bowen,ENG,FW,West Ham,24,1996,36,34,2983,33.1,12,10,12,0,0,6,0,0.36,0.30,0.66,0.36,0.66,11.1,11.1,5.7,16.8,0.34,0.17,0.51,0.34,0.51
54,Jarrad Branthwaite,ENG,DF,Everton,19,2002,6,4,388,4.3,1,0,1,0,0,0,1,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.0,0.4,0.10,0.00,0.10,0.10,0.10
55,Armando Broja,ALB,FW,Southampton,19,2001,32,21,1975,21.9,6,0,6,0,0,2,0,0.27,0.00,0.27,0.27,0.27,7.0,7.0,1.3,8.4,0.32,0.06,0.38,0.32,0.38
56,Josh Brownhill,ENG,MF,Burnley,25,1995,35,32,2955,32.8,2,3,2,0,0,10,0,0.06,0.09,0.15,0.06,0.15,1.4,1.4,2.5,3.9,0.04,0.08,0.12,0.04,0.12
57,Lewis Brunt,ENG,MF,Leicester City,20,2000,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
58,Bryan,Spain,FW/MF,Tottenham,20,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.07,0.10,0.03,0.10
59,Emi Buendía,Argentina,FW/MF,Aston Villa,24,1996,35,22,1899,21.1,4,6,4,0,0,1,0,0.19,0.28,0.47,0.19,0.47,3.1,3.1,5.5,8.6,0.14,0.26,0.41,0.14,0.41
60,Dan Burn,ENG,DF,Newcastle Utd,29,1992,16,16,1440,16.0,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.1,0.6,0.03,0.01,0.04,0.03,0.04
61,Dan Burn,ENG,DF,Brighton,29,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.00,0.12,0.11,0.12
62,Jack Butland,ENG,GK,Crystal Palace,28,1993,9,8,765,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
63,Sam Byram,ENG,DF,Norwich City,27,1993,15,11,1027,11.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.08,0.02,0.10,0.08,0.10
64,Willy Caballero,Argentina,GK,Southampton,39,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
65,Moisés Caicedo,ECU,MF,Brighton,19,2001,8,8,660,7.3,1,1,1,0,0,2,0,0.14,0.14,0.27,0.14,0.27,0.8,0.8,0.4,1.1,0.10,0.05,0.16,0.10,0.16
66,Dominic Calvert-Lewin,ENG,FW,Everton,24,1997,17,15,1283,14.3,5,2,3,2,3,2,0,0.35,0.14,0.49,0.21,0.35,6.8,4.6,1.8,6.4,0.48,0.13,0.61,0.32,0.45
67,Chem Campbell,Wales,MF,Wolves,18,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
68,João Cancelo,Portugal,DF,Manchester City,27,1994,36,36,3227,35.9,1,7,1,0,0,7,0,0.03,0.20,0.22,0.03,0.22,4.1,4.1,5.1,9.3,0.12,0.14,0.26,0.12,0.26
69,Sergi Canós,Spain,DF,Brentford,24,1997,31,25,2083,23.1,3,2,3,0,0,8,1,0.13,0.09,0.22,0.13,0.22,3.0,3.0,1.9,4.9,0.13,0.08,0.21,0.13,0.21
70,Todd Cantwell,ENG,FW/MF,Norwich City,23,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07
71,Matty Cash,Poland,DF,Aston Villa,23,1997,38,38,3377,37.5,4,3,4,0,0,8,0,0.11,0.08,0.19,0.11,0.19,2.4,2.4,1.9,4.4,0.07,0.05,0.12,0.07,0.12
72,Timothy Castagne,Belgium,DF,Leicester City,25,1995,27,22,2127,23.6,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,1.3,2.1,0.03,0.05,0.09,0.03,0.09
73,Jonny Castro,Spain,DF,Wolves,27,1994,13,10,1024,11.4,2,0,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.8,0.8,1.2,2.0,0.07,0.10,0.17,0.07,0.17
74,Craig Cathcart,NIR,DF,Watford,32,1989,31,27,2396,26.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.3,0.5,0.00,0.01,0.02,0.00,0.02
75,Edinson Cavani,Uruguay,FW,Manchester Utd,34,1987,15,7,766,8.5,2,1,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,3.4,3.4,1.4,4.7,0.39,0.16,0.55,0.39,0.55
76,Kayky Chagas,Brazil,FW,Manchester City,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
77,Trevoh Chalobah,ENG,DF,Chelsea,22,1999,20,17,1449,16.1,3,1,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25,1.0,1.0,0.2,1.2,0.06,0.01,0.08,0.06,0.08
78,Calum Chambers,ENG,DF,Arsenal,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07
79,Calum Chambers,ENG,DF,Aston Villa,26,1995,11,9,831,9.2,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.1,0.4,0.02,0.01,0.04,0.02,0.04
80,Daniel Chesters,ENG,MF,West Ham,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
81,Ben Chilwell,ENG,DF,Chelsea,24,1996,7,6,542,6.0,3,1,3,0,0,0,0,0.50,0.17,0.66,0.50,0.66,1.2,1.2,0.9,2.1,0.19,0.15,0.34,0.19,0.34
82,Chiquinho,Portugal,DF/MF,Wolves,21,2000,8,1,208,2.3,0,3,0,0,0,0,0,0.00,1.30,1.30,0.00,1.30,0.3,0.3,0.6,0.9,0.13,0.27,0.41,0.13,0.41
83,Hamza Choudhury,ENG,DF/MF,Leicester City,23,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
84,Andreas Christensen,Denmark,DF,Chelsea,25,1996,19,17,1496,16.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04
85,Carney Chukwuemeka,ENG,MF/FW,Aston Villa,17,2003,12,2,301,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.6,0.6,1.0,1.5,0.17,0.29,0.46,0.17,0.46
86,Ciaran Clark,Ireland,DF,Newcastle Utd,31,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0.00,0.09,0.09,0.00,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.10,0.07,0.10
87,Tom Cleverley,ENG,MF,Watford,31,1989,28,20,1616,18.0,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,2.0,2.9,0.05,0.11,0.16,0.05,0.16
88,Nathaniel Clyne,ENG,DF,Crystal Palace,30,1991,16,15,1351,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04
89,Conor Coady,ENG,DF,Wolves,28,1993,38,38,3361,37.3,4,0,4,0,0,4,0,0.11,0.00,0.11,0.11,0.11,2.0,2.0,0.0,2.0,0.05,0.00,0.05,0.05,0.05
90,Séamus Coleman,Ireland,DF,Everton,32,1988,30,30,2656,29.5,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,1.1,2.1,0.03,0.04,0.07,0.03,0.07
91,Nathan Collins,Ireland,DF,Burnley,20,2001,19,18,1670,18.6,2,0,2,0,0,2,1,0.11,0.00,0.11,0.11,0.11,1.6,1.6,0.9,2.5,0.08,0.05,0.14,0.08,0.14
92,Aaron Connolly,Ireland,FW,Brighton,21,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.8,0.26,0.20,0.47,0.26,0.47
93,Liam Cooper,Scotland,DF,Leeds United,29,1991,21,21,1814,20.2,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02
94,Jack Cork,ENG,MF,Burnley,32,1989,20,20,1670,18.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.9,0.04,0.01,0.05,0.04,0.05
95,Maxwel Cornet,Ivory Coast,FW/MF,Burnley,24,1996,26,21,1766,19.6,9,1,9,0,1,2,0,0.46,0.05,0.51,0.46,0.51,6.7,5.9,1.5,7.4,0.34,0.07,0.42,0.30,0.38
96,Hélder Costa,ANG,MF,Leeds United,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11
97,Vladimír Coufal,CZE,DF,West Ham,28,1992,28,25,2209,24.5,0,4,0,0,0,5,1,0.00,0.16,0.16,0.00,0.16,0.6,0.6,2.4,3.0,0.02,0.10,0.12,0.02,0.12
98,Philippe Coutinho,Brazil,MF/FW,Aston Villa,29,1992,19,16,1329,14.8,5,3,5,0,0,0,0,0.34,0.20,0.54,0.34,0.54,3.7,3.7,3.2,6.9,0.25,0.22,0.47,0.25,0.47
99,Aaron Cresswell,ENG,DF,West Ham,31,1989,31,31,2726,30.3,2,3,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,1.1,1.1,3.2,4.3,0.04,0.11,0.14,0.04,0.14
100,Charlie Cresswell,ENG,DF,Leeds United,18,2002,5,1,141,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
101,Cucho,Colombia,FW/MF,Watford,22,1999,25,11,1147,12.7,5,2,5,0,0,3,0,0.39,0.16,0.55,0.39,0.55,2.5,2.5,1.9,4.4,0.20,0.15,0.35,0.20,0.35
102,Marc Cucurella,Spain,DF,Brighton,23,1998,35,35,3089,34.3,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.7,3.4,0.02,0.08,0.10,0.02,0.10
103,Luke Cundle,ENG,MF,Wolves,19,2002,4,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.12,0.12,0.00,0.12
104,Patson Daka,ZAM,FW,Leicester City,22,1998,23,13,1159,12.9,5,3,5,0,0,2,0,0.39,0.23,0.62,0.39,0.62,4.7,4.7,1.8,6.5,0.36,0.14,0.51,0.36,0.51
105,Stuart Dallas,NIR,DF/MF,Leeds United,30,1991,34,34,2919,32.4,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,2.0,2.0,2.4,4.3,0.06,0.07,0.13,0.06,0.13
106,Diogo Dalot,Portugal,DF,Manchester Utd,22,1999,24,19,1801,20.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.7,0.03,0.05,0.08,0.03,0.08
107,Karl Darlow,ENG,GK,Newcastle Utd,30,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
108,Josh Dasilva,ENG,MF/FW,Brentford,22,1998,9,2,257,2.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.02,0.04,0.05,0.02,0.05
109,Ben Davies,Wales,DF,Tottenham,28,1993,29,28,2538,28.2,1,1,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,1.8,1.8,0.6,2.3,0.06,0.02,0.08,0.06,0.08
